Model,Cluster,Group,CondoComplex,CondoComplexName,NBHD,PARCEL,ABSTRPRD,LIVEAREA,FINBSMNT,BASEMENT,YRBUILT,CONDITION,QUALITY,TOTUNITS,STORIES,GARTYPE,NOCARS,XTRAFFIC,FLOORLVL,NUMBDRM,NUMBATHS,COMMUSE,ARCSTYLE,SPRICE,DEDUCT,NETPRICE,TASP,SMONTH,SYEAR,QUALIFIED,STATUS
15,1,,,,526,05141-18-011-000,1112,2146,900,1280,1929,Good,B,1,2,Det,1,,,3,4,,TWO-STORY,875000,0,875000,898708,7,2011,Q,I
15,1,,,,526,05141-19-015-000,1112,1366,0,750,1911,AVG,B,1,2,None,0,,,2,1,,ONE AND HALF-STORY,463000,0,463000,470983,11,2011,Q,I
15,1,,,,526,05141-19-027-000,1112,3109,1688,1777,1929,AVG,B,1,2,Det,4,,,4,5,,TWO-STORY,825000,0,825000,859546,1,2011,Q,I
15,11,,,,526,05141-20-005-000,1112,3246,1230,1440,2007,Good,A,1,2,Det,2,,,4,3,,TWO-STORY,1175000,0,1175000,1183683,3,2012,Q,I
15,1,,,,526,05141-20-014-000,1112,1152,900,1152,1927,Good,B,1,1,Det,2,,,2,2,,ONE-STORY,559000,0,559000,571392,9,2011,Q,I
15,1,,,,526,05141-20-016-000,1112,1152,1152,1152,1927,Good,B,1,1,Det,1,,,2,2,,ONE-STORY,562500,0,562500,594368,7,2010,Q,I
15,1,,,,526,05141-21-006-000,1112,1160,1102,1160,1915,Good,C,1,1,Det,1,,,2,2,,ONE-STORY,553000,0,553000,554362,5,2012,Q,I
15,1,,,,526,05141-21-010-000,1112,988,0,0,1885,AVG,B,1,1,None,0,,,2,1,,ONE-STORY,320000,0,320000,320000,11,2010,U,I
15,1,,,,526,05141-21-019-000,1112,1047,1047,1047,1927,VGood,B,1,1,Det,1,,,2,2,,ONE-STORY,555800,0,555800,555800,6,2012,Q,I
15,1,,,,526,05141-21-021-000,1112,1500,1450,1540,1926,Good,B,1,1,Det,1,,,3,4,,ONE-STORY,700000,5000,695000,715543,6,2011,Q,I
15,1,,,,526,05141-21-022-000,1112,936,908,936,1926,Good,B,1,1,Det,3,,,2,2,,ONE-STORY,519495,3000,516495,521584,2,2012,Q,I
15,1,,,,526,05141-22-006-000,1112,1509,0,0,1922,AVG,B,1,2,Att,1,,,2,2,,ONE AND HALF-STORY,499000,0,499000,501458,4,2012,Q,I
15,1,,,,526,05141-22-023-000,1112,1296,0,935,1925,AVG,B,1,1,Det,2,,,2,2,,ONE-STORY,376900,0,376900,391754,2,2011,Q,I
15,1,,,,526,05141-23-015-000,1112,2332,500,850,1925,Good,B,1,2,Det,2,,,3,3,,TWO-STORY,812500,0,812500,828511,10,2011,Q,I
15,11,,,,526,05141-23-024-000,1112,3169,1419,1669,2012,AVG,B,1,2,Att,3,,,3,5,,TWO-STORY,458500,0,458500,458500,6,2012,Q,V
15,11,,,,526,05141-23-024-000,1112,3169,1419,1669,2012,AVG,B,1,2,Att,3,,,3,5,,TWO-STORY,395000,0,395000,395000,5,2011,U,I
15,1,,,,526,05141-24-003-000,1112,2941,0,884,1925,AVG,B,1,2,Det,2,,,4,4,,TWO-STORY,370000,0,370000,374557,1,2012,U,I
15,1,,,,526,05141-24-013-000,1112,1038,934,1038,1929,Good,B,1,1,Det,1,,,2,2,,ONE-STORY,485000,900,484100,486485,4,2012,Q,I
15,1,,,,526,05141-24-023-000,1112,1180,1000,1180,1919,VGood,B,1,1,Det,1,,,2,2,,ONE-STORY,575000,1000,574000,576828,4,2012,Q,I
15,1,,,,526,05141-24-028-000,1112,1247,1100,1175,1919,Good,B,1,1,Det,2,,,2,3,,ONE-STORY,577500,0,577500,607372,9,2010,Q,I
15,11,,,,526,05141-25-010-000,1112,3298,1556,1656,2012,AVG,A,1,2,Att,3,,,4,4,,TWO-STORY,495000,0,495000,495000,8,2011,Q,V
15,1,,,,526,05141-25-024-000,1112,2780,774,1032,1928,AVG,B,1,2,Det,2,,,3,3,,TWO-STORY,860000,2500,857500,857500,6,2012,Q,I
15,1,,,,526,05141-26-014-000,1112,2440,1290,1340,1925,Good,B,1,2,Det,2,,,4,4,,TWO-STORY,869900,0,869900,872043,5,2012,Q,I
15,1,,,,526,05141-26-019-000,1112,1016,965,1016,1929,VGood,B,1,1,Det,2,,,2,2,,ONE-STORY,575000,0,575000,591996,6,2011,Q,I
15,1,,,,526,05141-26-029-000,1112,1411,1340,1411,1930,Good,B,1,1,Det,2,,,3,2,,ONE-STORY,575000,0,575000,587747,9,2011,Q,I
15,1,,,,526,05141-26-029-000,1112,1411,1340,1411,1930,Good,B,1,1,Det,2,,,3,2,,ONE-STORY,615000,0,615000,615000,3,2011,U,I
15,1,,,,526,05141-27-003-000,1112,997,783,997,1930,Good,B,1,1,Det,1,,,2,1,,ONE-STORY,485000,1600,483400,484591,5,2012,Q,I
15,11,,,,526,05141-27-008-000,1112,2972,1337,1486,2007,AVG,B,1,2,Det,2,,,3,5,,TWO-STORY,876000,0,876000,899735,7,2011,Q,I
15,1,,,,526,05141-27-010-000,1112,2574,900,1050,1926,Good,B,1,2,Det,2,,,3,4,,TWO-STORY,825000,0,825000,829064,4,2012,Q,I
15,1,,,,526,05141-27-019-000,1112,1300,1000,1140,1927,Good,B,1,1,Det,1,,,2,3,,ONE-STORY,515000,0,515000,540371,10,2010,Q,I
15,1,,,,526,05141-27-024-000,1112,1403,1287,1355,1927,AVG,B,1,1,Det,2,,,2,2,,ONE-STORY,421000,0,421000,443814,8,2010,U,I
15,1,,,,526,05141-28-002-000,1112,1609,1002,1200,1929,AVG,B,1,1,det/CP,2,,,1,3,,ONE-STORY,535000,1198,533802,545636,9,2011,Q,I
15,1,,,,526,05141-28-010-000,1112,1186,480,1137,1928,AVG,B,1,1,Det,1,,,2,1,,ONE-STORY,180000,0,180000,180000,6,2012,U,I
15,1,,,,526,05141-28-011-000,1112,2266,906,1133,1928,AVG,B,1,2,Det,2,,,3,4,,TWO-STORY,445000,0,445000,460346,4,2011,U,I
15,1,,,,526,05141-29-001-000,1112,1711,532,532,1936,AVG,B,1,2,Att,1,,,3,2,,TWO-STORY,608000,0,608000,608000,6,2012,Q,I
15,1,,,,526,05141-30-010-000,1112,1322,1216,1280,1932,VGood,B,1,1,Det,4,1,,2,3,,ONE-STORY,691500,1875,689625,691324,5,2012,Q,I
15,1,,,,526,05141-30-010-000,1112,1322,1216,1280,1932,VGood,B,1,1,Det,4,1,,2,3,,ONE-STORY,629500,0,629500,629500,10,2010,U,I
43,10,,417,House of Rothschild,526,05141-30-052-052,1130,1220,0,0,1970,AVG,C,1,1,None,0,,3,2,2,,END UNIT,170000,0,170000,170000,3,2012,Q,I
43,10,,417,House of Rothschild,526,05141-30-057-057,1130,980,0,0,1970,AVG,C,1,1,None,0,,3,1,1,,MIDDLE UNIT,130000,0,130000,130000,7,2010,Q,I
43,10,,417,House of Rothschild,526,05141-30-059-059,1130,1212,0,0,1970,AVG,C,1,1,None,0,,3,2,2,,END UNIT,77000,0,77000,77000,6,2012,U,I
43,10,,417,House of Rothschild,526,05141-30-066-066,1130,1220,0,0,1970,AVG,C,1,1,None,0,,4,2,2,,END UNIT,175000,0,175000,175000,1,2011,Q,I
15,1,,,,526,05142-01-011-000,1112,958,312,958,1911,AVG,B,1,1,Det,1,,,2,1,,ONE-STORY,340000,0,340000,340837,5,2012,U,I
15,1,,,,526,05142-01-016-000,1112,1251,812,1083,1923,AVG,C,1,1,Det,3,,,2,3,,ONE-STORY,497500,0,497500,497500,6,2012,Q,I
15,1,,,,526,05142-01-024-000,1112,1294,1200,1338,1922,AVG,B,1,1,Det,2,,,2,3,,ONE-STORY,635100,0,635100,671081,7,2010,Q,I
15,1,,,,526,05142-02-001-000,1112,2410,1092,1192,1926,AVG,B,2,2,Det,3,1,,4,4,,TWO-STORY,590000,6500,583500,596435,9,2011,Q,I
15,1,,,,526,05142-02-005-000,1112,1892,0,0,1896,AVG,C,1,2,Det,2,,,3,2,,ONE AND HALF-STORY,346500,0,346500,346500,6,2011,U,I
15,1,,,,526,05142-02-006-000,1112,1227,741,808,1926,Good,C,1,1,Det,2,,,2,3,,ONE-STORY,518900,0,518900,520178,5,2012,Q,I
15,1,,,,526,05142-02-007-000,1112,1287,280,562,1917,Good,C,1,1,Det,2,,,3,2,,ONE-STORY,400900,3620,397280,414894,12,2010,Q,I
15,1,,,,526,05142-02-028-000,1112,955,889,955,1927,AVG,C,1,1,Det,2,,,2,2,,ONE-STORY,422500,0,422500,442273,11,2010,Q,I
51,6,,,,526,05142-02-038-000,1114,2014,948,998,2004,Good,B,1,2,Det,2,,,3,4,,END UNIT,585000,0,585000,633925,5,2011,Q,I
51,6,,,,526,05142-02-039-000,1114,1926,915,963,2012,AVG,B,1,2,Det,2,,,3,4,,END UNIT,390000,0,390000,390000,12,2011,U,V
51,6,,,,526,05142-02-040-000,1114,1910,907,955,2012,AVG,B,1,2,Det,2,,,3,4,,END UNIT,390000,0,390000,390000,12,2011,U,V
15,1,,,,526,05142-03-021-000,1112,860,752,792,1925,AVG,C,1,1,Det,2,,,2,2,,ONE-STORY,351750,10000,341750,356902,12,2010,Q,I
51,6,,,,526,05142-03-023-000,1114,886,188,886,1910,AVG,C,1,1,Det,1,,,2,1,,END UNIT,245000,0,245000,256033,11,2011,Q,I
43,10,,803,Washington Park Manor Condos,526,05142-03-041-041,1130,633,0,0,1964,AVG,B,1,1,None,0,,4,1,1,,END UNIT,139000,0,139000,139000,12,2011,Q,I
51,6,,,,526,05142-03-056-000,1114,1032,0,898,1910,AVG,C,1,1,Det,1,,,2,1,,END UNIT,283500,3500,280000,312424,12,2010,Q,I
46,10,,1155,Wash Park Place Condos,526,05142-03-075-075,1130,1151,0,0,2009,AVG,B,1,2,None,0,,4,1,2,,MIDDLE UNIT,470000,0,470000,490225,11,2011,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-079-079,1130,1089,0,0,2008,AVG,B,1,1,None,0,,1,1,2,,END UNIT,311000,2500,308500,342637,12,2010,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-080-080,1130,1515,0,0,2008,AVG,B,1,1,None,0,,1,2,3,,END UNIT,410000,0,410000,440246,6,2011,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-081-081,1130,1146,0,0,2008,AVG,B,1,1,None,0,,2,2,2,,END UNIT,315000,1039,313961,319751,3,2012,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-082-082,1130,1150,0,0,2008,AVG,B,1,1,None,0,,2,2,2,,END UNIT,360000,0,360000,406475,9,2010,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-083-083,1130,767,0,0,2008,AVG,B,1,1,None,0,,2,1,1,,MIDDLE UNIT,228500,0,228500,228500,6,2012,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-084-084,1130,843,0,0,2008,AVG,B,1,1,None,0,,2,1,1,,END UNIT,258500,0,258500,260089,5,2012,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-085-085,1130,930,0,0,2008,AVG,B,1,1,None,0,,2,1,2,,END UNIT,279000,0,279000,296152,8,2011,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-086-086,1130,1095,0,0,2008,AVG,B,1,1,None,0,,3,2,2,,END UNIT,320000,0,320000,343606,6,2011,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-087-087,1130,1508,0,0,2008,AVG,B,1,1,None,0,,3,2,3,,END UNIT,415000,0,415000,420102,4,2012,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-088-088,1130,1251,0,0,2008,AVG,B,1,1,None,0,,3,2,2,,END UNIT,345000,0,345000,349242,4,2012,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-089-089,1130,922,0,0,2008,AVG,B,1,1,None,0,,3,1,2,,END UNIT,242000,0,242000,259852,6,2011,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-090-090,1130,1555,0,0,2008,AVG,B,1,2,None,0,,4,2,3,,END UNIT,470000,6000,464000,469705,4,2012,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-091-091,1130,1386,0,0,2008,AVG,B,1,2,None,0,,4,2,3,,END UNIT,470000,0,470000,490225,11,2011,Q,I
46,10,,47,Wash Park North Condos,526,05142-03-093-093,1130,1159,0,0,2008,AVG,B,1,1,None,0,,4,1,2,,END UNIT,350000,0,350000,371516,8,2011,Q,I
12,6,,,,517,05142-05-005-000,1112,954,906,954,1925,AVG,B,1,1,Det,1,1,,2,2,,ONE-STORY,393400,0,393400,399535,11,2011,Q,I
12,6,,,,517,05142-05-005-000,1112,954,906,954,1925,AVG,B,1,1,Det,1,1,,2,2,,ONE-STORY,260000,0,260000,260000,4,2011,U,I
12,6,,,,517,05142-05-008-000,1112,961,750,961,1925,AVG,B,1,1,Det,1,1,,2,2,,ONE-STORY,380000,6000,374000,381499,9,2011,Q,I
12,6,,,,517,05142-05-009-000,1112,964,915,964,1925,Good,B,1,1,None,0,1,,2,2,,ONE-STORY,431000,2400,428600,443879,2,2011,Q,I
12,6,,,,517,05142-05-009-000,1112,964,915,964,1925,Good,B,1,1,None,0,1,,2,2,,ONE-STORY,250000,0,250000,250000,8,2010,U,I
12,2,,,,593,05142-06-003-000,1112,973,876,973,1910,AVG,C,1,1,Det,1,,,2,2,,ONE-STORY,312500,0,312500,325033,12,2010,Q,I
12,2,,,,593,05142-06-007-000,1112,1189,932,981,1910,AVG,C,1,1,det/CP,2,,,2,1,,ONE-STORY,339000,5000,334000,350371,8,2010,Q,I
12,6,,,,517,05142-06-017-000,1112,1742,907,1209,1911,AVG,B,2,2,Det,1,1,,4,3,,ONE AND HALF-STORY,454000,0,454000,455012,5,2012,Q,I
12,6,,,,517,05142-06-017-000,1112,1742,907,1209,1911,AVG,B,2,2,Det,1,1,,4,3,,ONE AND HALF-STORY,383000,0,383000,383000,7,2011,U,I
12,2,,,,593,05142-07-001-000,1112,1867,873,919,1880,AVG,C,1,1,Det,2,,,3,2,,ONE-STORY,230000,0,230000,230000,10,2010,U,I
12,2,,,,593,05142-07-002-000,1112,1630,0,585,1888,AVG,B,1,2,Det,1,,,3,2,,ONE AND HALF-STORY,293000,0,293000,293000,9,2011,U,I
12,22,,,,593,05142-08-002-000,1112,2010,0,445,1910,AVG,C,1,2,det/CP,2,,,3,2,,ONE AND HALF-STORY,320000,0,320000,320000,11,2010,U,I
51,7,,,,593,05142-08-032-000,1114,1910,856,951,2007,AVG,B,1,2,Det,2,1,,2,4,,END UNIT,598000,14500,583500,598515,2,2012,Q,I
51,7,,,,593,05142-08-033-000,1114,1894,853,947,2007,AVG,B,1,2,Det,2,1,,2,4,,END UNIT,585000,1000,584000,636599,4,2011,Q,I
12,22,,,,593,05142-09-022-000,1112,1418,638,709,1903,Good,C,1,2,Det,2,,,2,3,,TWO-STORY,432750,7911,424839,446609,7,2010,Q,I
12,22,,,,593,05142-09-026-000,1112,4054,0,899,1901,AVG,B,1,2,det/CP,7,,,5,3,,TWO-STORY,495000,0,495000,518160,9,2010,Q,I
12,2,,,,593,05142-09-028-000,1112,1029,0,572,1920,AVG,C,1,1,None,0,,,2,1,,ONE-STORY,328700,8098,320602,325602,11,2011,Q,I
51,7,,,,593,05142-09-034-000,1114,1392,0,417,1916,AVG,C,1,2,None,0,1,,2,2,,END UNIT,242500,0,242500,265901,3,2011,U,I
12,2,,,,593,05142-09-039-000,1112,2082,950,1002,2012,Good,C,1,2,Det,2,,,3,4,,TWO-STORY,225000,0,225000,225000,10,2011,Q,V
12,2,,,,593,05142-09-040-000,1112,1297,1167,1297,1925,AVG,B,1,1,Det,2,,,1,2,,ONE-STORY,449900,1000,448900,455901,11,2011,Q,I
12,2,,,,593,05142-10-006-000,1112,823,770,823,1925,AVG,C,1,1,Det,2,,,2,2,,ONE-STORY,353000,0,353000,354573,4,2012,Q,I
12,22,,,,593,05142-10-015-000,1112,1038,0,837,1915,Good,C,1,1,Det,2,,,3,1,,ONE-STORY,399200,9200,390000,401296,5,2011,Q,I
12,22,,,,593,05142-10-028-000,1112,1564,800,1089,1914,Good,C,1,2,Det,2,,,4,2,,ONE AND HALF-STORY,474000,11000,463000,465063,4,2012,Q,I
12,4,,,,593,05142-11-017-000,1112,2447,1150,1211,1915,VGood,B,1,2,Det,2,,,3,4,,TWO-STORY,872000,0,872000,875886,4,2012,Q,I
12,4,,,,593,05142-11-027-000,1112,2080,642,676,1909,AVG,B,1,2,Det,2,,,3,4,,TWO-STORY,520000,0,520000,543171,10,2010,Q,I
12,2,,,,593,05142-12-001-000,1112,1930,1074,1174,1942,Good,B,1,2,Det,2,1,,3,4,,TWO-STORY,650000,2500,647500,669139,3,2011,Q,I
12,4,,,,593,05142-12-013-000,1112,912,274,456,1921,AVG,B,1,1,Det,2,,,2,1,,ONE-STORY,374500,0,374500,382009,9,2011,Q,I
12,4,,,,593,05142-12-022-000,1112,1442,0,387,1895,Good,C,1,2,Det,2,,,3,2,,ONE AND HALF-STORY,467150,0,467150,470272,3,2012,Q,I
12,4,,,,593,05142-12-023-000,1112,2538,500,678,1900,Good,C,1,2,Det,2,,,3,2,,TWO-STORY,649400,4400,645000,645000,6,2012,Q,I
12,6,,,,517,05142-13-017-000,1112,1336,1202,1336,1925,Good,B,1,1,Det,2,,,2,2,,ONE-STORY,442000,4750,437250,442121,1,2012,Q,I
12,6,,,,517,05142-13-028-000,1112,1224,1163,1224,1927,Good,B,1,1,Det,1,1,,3,2,,ONE-STORY,430000,7000,423000,423942,5,2012,Q,I
51,7,,,,593,05142-13-037-000,1114,1934,884,930,2005,AVG,A,1,2,Det,2,,,2,4,,END UNIT,630000,0,630000,630000,6,2012,Q,I
12,6,,,,517,05142-14-006-000,1112,1044,940,1044,1927,Good,B,1,1,Det,3,1,,2,2,,ONE-STORY,425000,0,425000,439204,3,2011,Q,I
38,6,,487,Marion Park,526,05142-15-006-006,1130,2120,0,0,1974,AVG,B,1,1,None,0,,2,3,3,,END UNIT,485000,4400,480600,480600,6,2012,Q,I
38,6,,487,Marion Park,526,05142-15-014-014,1130,1911,0,0,1974,AVG,B,1,1,None,0,,4,2,3,,END UNIT,430000,0,430000,433225,4,2012,Q,I
38,6,,487,Marion Park,526,05142-15-016-016,1130,1323,0,0,1974,AVG,B,1,1,None,0,,5,2,2,,MIDDLE UNIT,300000,0,300000,302250,4,2012,Q,I
38,6,,487,Marion Park,526,05142-15-025-025,1130,1323,0,0,1974,AVG,B,1,1,None,0,,8,2,2,,MIDDLE UNIT,360000,0,360000,364049,3,2012,Q,I
38,6,,487,Marion Park,526,05142-15-036-036,1130,2120,0,0,1974,AVG,B,1,1,None,0,,12,3,3,,END UNIT,484136,0,484136,498658,10,2011,Q,I
38,6,,487,Marion Park,526,05142-15-040-040,1130,1323,0,0,1974,AVG,B,1,1,None,0,,13,2,2,,MIDDLE UNIT,309000,0,309000,319427,9,2011,Q,I
38,6,,487,Marion Park,526,05142-15-043-043,1130,1323,0,0,1974,AVG,B,1,1,None,0,,14,2,2,,MIDDLE UNIT,365000,0,365000,374580,11,2011,Q,I
38,6,,487,Marion Park,526,05142-15-045-045,1130,2120,0,0,1974,AVG,B,1,1,None,0,,15,2,3,,END UNIT,465600,0,465600,497024,12,2010,Q,I
38,6,,487,Marion Park,526,05142-15-047-047,1130,1911,0,0,1974,AVG,B,1,1,None,0,,15,2,3,,END UNIT,450000,1500,448500,453545,3,2012,Q,I
38,6,,545,Park Lane Condos,526,05142-15-068-068,1130,1272,0,0,1971,AVG,B,1,1,None,0,,1,2,2,,END UNIT,235000,0,235000,235000,4,2012,U,I
38,6,,545,Park Lane Condos,526,05142-15-082-082,1130,768,0,0,1971,AVG,B,1,1,None,0,,4,1,1,,MIDDLE UNIT,162000,0,162000,163822,3,2012,Q,I
38,6,,545,Park Lane Condos,526,05142-15-091-091,1130,768,0,0,1971,AVG,B,1,1,None,0,,5,1,1,,MIDDLE UNIT,170000,0,170000,183386,9,2010,Q,I
38,6,,545,Park Lane Condos,526,05142-15-102-102,1130,1272,0,0,1971,AVG,B,1,1,None,0,,7,2,2,,END UNIT,265000,0,265000,276923,6,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-104-104,1130,1272,0,0,1971,AVG,B,1,1,None,0,,7,2,2,,END UNIT,205000,0,205000,205000,9,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-107-107,1130,1272,0,0,1971,AVG,B,1,1,None,0,,8,2,2,,END UNIT,283000,0,283000,285122,4,2012,Q,I
38,6,,545,Park Lane Condos,526,05142-15-111-111,1130,1272,0,0,1971,AVG,B,1,1,None,0,,9,2,2,,END UNIT,205000,0,205000,216530,3,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-113-113,1130,1272,0,0,1971,AVG,B,1,1,None,0,,9,2,2,,END UNIT,266000,0,266000,284950,11,2010,Q,I
38,6,,545,Park Lane Condos,526,05142-15-122-122,1130,1272,0,0,1971,AVG,B,1,1,None,0,,10,2,2,,END UNIT,255000,0,255000,268386,4,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-132-132,1130,1272,0,0,1971,AVG,B,1,1,None,0,,12,2,2,,END UNIT,268000,0,268000,268000,5,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-152-152,1130,1272,0,0,1971,AVG,B,1,1,None,0,,15,2,2,,END UNIT,235000,5000,230000,243798,2,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-165-165,1130,1272,0,0,1971,AVG,B,1,1,None,0,,18,2,2,,END UNIT,235000,1000,234000,247161,3,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-166-166,1130,768,0,0,1971,AVG,B,1,1,None,0,,18,1,1,,MIDDLE UNIT,180000,0,180000,184724,11,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-202-202,1130,1272,0,0,1971,AVG,B,1,1,None,0,,5,2,2,,END UNIT,250000,0,250000,257499,10,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-203-203,1130,768,0,0,1971,AVG,B,1,1,None,0,,5,1,1,,MIDDLE UNIT,155633,0,155633,156800,4,2012,Q,I
38,6,,545,Park Lane Condos,526,05142-15-220-220,1130,1272,0,0,1971,AVG,B,1,1,None,0,,8,2,2,,END UNIT,282000,0,282000,282000,6,2012,Q,I
38,6,,545,Park Lane Condos,526,05142-15-223-223,1130,1272,0,0,1971,AVG,B,1,1,None,0,,8,2,2,,END UNIT,243460,0,243460,256240,4,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-229-229,1130,1272,0,0,1971,Good,B,1,1,None,0,,9,2,2,,END UNIT,334500,0,334500,334500,6,2012,Q,I
38,6,,545,Park Lane Condos,526,05142-15-249-249,1130,1272,0,0,1971,AVG,B,1,1,None,0,,12,2,2,,END UNIT,210000,0,210000,210787,5,2012,U,I
38,6,,545,Park Lane Condos,526,05142-15-257-257,1130,768,0,0,1971,AVG,B,1,1,None,0,,14,1,1,,MIDDLE UNIT,168500,0,168500,172923,11,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-257-257,1130,768,0,0,1971,AVG,B,1,1,None,0,,14,1,1,,MIDDLE UNIT,162330,0,162330,162330,4,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-263-263,1130,768,0,0,1971,AVG,B,1,1,None,0,,15,1,1,,MIDDLE UNIT,160000,0,160000,167199,6,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-276-276,1130,1272,0,0,1971,AVG,B,1,1,None,0,,17,2,2,,END UNIT,315000,0,315000,322087,12,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-288-288,1130,2528,0,0,1971,AVG,B,1,1,None,0,,20,2,3,,END UNIT,358000,0,358000,358000,1,2012,U,I
38,6,,545,Park Lane Condos,526,05142-15-295-295,1130,1272,0,0,1971,AVG,B,1,1,None,0,,1,2,2,,END UNIT,240000,0,240000,250799,6,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-312-312,1130,768,0,0,1971,AVG,B,1,1,None,0,,3,1,1,,MIDDLE UNIT,161900,3900,158000,162147,11,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-324-324,1130,768,0,0,1971,AVG,B,1,1,None,0,,5,1,1,,MIDDLE UNIT,157500,0,157500,169311,10,2010,Q,I
38,6,,545,Park Lane Condos,526,05142-15-344-344,1130,1272,0,0,1971,AVG,B,1,1,None,0,,9,2,2,,END UNIT,200000,0,200000,200000,7,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-349-349,1130,1272,0,0,1971,AVG,B,1,1,None,0,,9,2,2,,END UNIT,280000,0,280000,287349,11,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-349-349,1130,1272,0,0,1971,AVG,B,1,1,None,0,,9,2,2,,END UNIT,200000,0,200000,200000,7,2011,U,I
38,6,,545,Park Lane Condos,526,05142-15-364-364,1130,1272,0,0,1971,AVG,B,1,1,None,0,,12,2,2,,END UNIT,269000,0,269000,269000,7,2010,Q,I
38,6,,545,Park Lane Condos,526,05142-15-367-367,1130,1272,0,0,1971,AVG,B,1,1,None,0,,12,2,2,,END UNIT,225000,0,225000,225000,4,2012,U,I
38,6,,545,Park Lane Condos,526,05142-15-368-368,1130,1272,0,0,1971,AVG,B,1,1,None,0,,13,2,2,,END UNIT,260000,0,260000,273648,4,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-375-375,1130,768,0,0,1971,AVG,B,1,1,None,0,,14,1,1,,MIDDLE UNIT,163000,0,163000,169112,8,2011,Q,I
38,6,,545,Park Lane Condos,526,05142-15-407-407,1130,1272,0,0,1971,AVG,B,1,1,None,0,,20,2,2,,END UNIT,267000,1800,265200,278127,5,2011,Q,I
15,1,,,,526,05142-16-017-000,1112,937,765,850,1925,AVG,B,1,1,Det,2,,,2,2,,ONE-STORY,434000,1950,432050,446949,4,2011,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-029-029,1130,943,0,0,1974,AVG,C,1,1,None,0,,2,2,2,,END UNIT,160000,0,160000,160000,8,2010,U,I
38,6,,543,Park Lafayette Condos,526,05142-16-043-043,1130,639,0,0,1974,AVG,C,1,1,None,0,,4,1,1,,MIDDLE UNIT,141900,4400,137500,142656,8,2011,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-065-065,1130,943,0,0,1974,AVG,C,1,1,None,0,,6,2,2,,END UNIT,215000,0,215000,223868,7,2011,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-067-067,1130,639,0,0,1974,AVG,C,1,1,None,0,,7,1,1,,MIDDLE UNIT,146250,3535,142715,148601,7,2011,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-068-068,1130,943,0,0,1974,AVG,C,1,1,None,0,,7,2,2,,END UNIT,190000,0,190000,190000,6,2012,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-072-072,1130,943,0,0,1974,AVG,C,1,1,None,0,,7,2,2,,END UNIT,210000,0,210000,210000,6,2012,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-075-075,1130,639,0,0,1974,AVG,C,1,1,None,0,,8,1,1,,MIDDLE UNIT,145000,0,145000,151524,6,2011,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-095-095,1130,639,0,0,1974,AVG,C,1,1,None,0,,10,1,1,,MIDDLE UNIT,152500,0,152500,154215,3,2012,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-096-096,1130,943,0,0,1974,AVG,C,1,1,None,0,,10,2,2,,END UNIT,189000,0,189000,189000,6,2012,Q,I
38,6,,543,Park Lafayette Condos,526,05142-16-105-105,1130,943,0,0,1974,AVG,C,1,1,None,0,,11,2,2,,END UNIT,218000,0,218000,224539,10,2011,Q,I
