Model,Cluster,Group,CondoComplex,CondoComplexName,NBHD,PARCEL,ABSTRPRD,LIVEAREA,FINBSMNT,BASEMENT,YRBUILT,CONDITION,QUALITY,TOTUNITS,STORIES,GARTYPE,NOCARS,XTRAFFIC,FLOORLVL,NUMBDRM,NUMBATHS,COMMUSE,ARCSTYLE,SPRICE,DEDUCT,NETPRICE,TASP,SMONTH,SYEAR,QUALIFIED,STATUS
41,1,,946,Wildhorse Ridge Condos,4,00102-08-065-065,1130,1346,0,0,2004,AVG,C,1,2,Att/Det,2,,2,2,2,,MIDDLE UNIT,100000,0,100000,100000,2,2012,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-073-073,1130,1249,0,0,2005,AVG,C,1,1,Att,1,,1,2,2,,END UNIT,94700,0,94700,94700,4,2011,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-078-078,1130,1346,0,0,2005,AVG,C,1,2,Att,1,,2,2,2,,MIDDLE UNIT,89500,0,89500,89500,10,2010,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-081-081,1130,1146,0,0,2005,AVG,C,1,1,None,0,,2,2,2,,END UNIT,92000,3220,88780,88780,10,2011,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-086-086,1130,1249,0,0,2005,AVG,C,1,1,Att,1,,1,2,2,,END UNIT,74199,0,74199,74199,3,2012,U,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-086-086,1130,1249,0,0,2005,AVG,C,1,1,Att,1,,1,2,2,,END UNIT,105900,1000,104900,104900,5,2012,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-088-088,1130,1098,0,0,2005,AVG,C,1,2,None,0,,2,1,1,,MIDDLE UNIT,69000,0,69000,69000,8,2010,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-127-127,1130,1346,0,0,2005,AVG,C,1,2,Att,1,,2,2,2,,MIDDLE UNIT,90000,0,90000,90000,5,2012,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-133-133,1130,1249,0,0,2006,AVG,C,1,1,Att,1,,1,2,2,,END UNIT,100000,0,100000,100000,8,2010,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-141-141,1130,1346,0,0,2006,AVG,C,1,2,Att,1,,2,2,2,,MIDDLE UNIT,92000,0,92000,92000,12,2011,Q,I
41,1,,946,Wildhorse Ridge Condos,4,00102-08-143-143,1130,1098,0,0,2006,AVG,C,1,2,Att,1,,2,1,1,,MIDDLE UNIT,70000,0,70000,70000,2,2011,Q,I
6,15,,,,5,00141-01-002-000,1112,3902,1125,1540,2005,Good,C,1,2,Att,3,,,4,5,,TWO-STORY,350000,0,350000,350000,8,2010,U,I
6,1,,,,5,00141-04-011-000,1112,2732,0,0,2003,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,175000,0,175000,175000,3,2012,U,I
6,1,,,,5,00141-05-012-000,1112,2927,0,0,2005,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,175000,0,175000,175000,3,2011,Q,I
6,1,,,,5,00141-13-002-000,1112,2811,0,0,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,178200,5300,172900,172900,11,2011,Q,I
6,1,,,,5,00141-13-004-000,1112,3106,0,1357,2005,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,210000,4200,205800,205800,7,2011,Q,I
6,1,,,,5,00141-15-003-000,1112,2732,0,0,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,175285,0,175285,175285,5,2011,Q,I
6,1,,,,5,00141-16-005-000,1112,2564,0,0,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,190600,4600,186000,186000,2,2012,Q,I
6,2,,,,5,00141-21-010-000,1112,1731,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,128250,0,128250,128250,7,2011,Q,I
6,2,,,,5,00141-21-024-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,125000,3750,121250,121250,11,2010,Q,I
6,2,,,,5,00141-21-030-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,115000,3200,111800,111800,3,2011,Q,I
6,2,,,,5,00141-21-036-000,1112,1508,0,0,2004,Good,C,1,2,Att,2,,,3,3,,TWO-STORY,155000,0,155000,155000,5,2012,Q,I
6,2,,,,5,00141-21-038-000,1112,1754,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,150000,4500,145500,145500,6,2011,Q,I
6,2,,,,5,00141-21-045-000,1112,1754,0,0,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,145000,4350,140650,140650,9,2010,Q,I
6,2,,,,5,00141-21-054-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,145900,4312,141588,141588,10,2011,Q,I
6,2,,,,5,00141-21-060-000,1112,1243,0,0,2004,AVG,C,1,2,Att,1,,,2,2,,TWO-STORY,109000,3270,105730,105730,8,2011,Q,I
6,2,,,,5,00141-22-005-000,1112,1754,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,122000,0,122000,122000,12,2011,Q,I
6,2,,,,5,00141-22-010-000,1112,1754,0,0,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,124000,2000,122000,122000,11,2011,Q,I
6,2,,,,5,00141-23-001-000,1112,1508,0,0,2004,Good,C,1,2,Att,2,,,3,3,,TWO-STORY,160000,5000,155000,155000,11,2011,Q,I
6,2,,,,5,00141-23-004-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,127000,0,127000,127000,1,2012,U,I
6,2,,,,5,00141-23-004-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,143500,4300,139200,139200,5,2012,Q,I
6,2,,,,5,00141-23-005-000,1112,1731,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,136500,4095,132405,132405,1,2011,Q,I
6,2,,,,5,00141-23-008-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,134500,4035,130465,130465,1,2011,Q,I
6,2,,,,5,00141-23-011-000,1112,1508,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,142900,0,142900,142900,10,2011,U,I
6,2,,,,5,00141-23-017-000,1112,1731,0,0,2004,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,160000,4860,155140,155140,2,2011,Q,I
6,2,,,,5,00141-23-025-000,1112,1731,0,0,2004,AVG,C,1,2,Att,2,,,3,2,,TWO-STORY,132000,3960,128040,128040,7,2011,Q,I
6,2,,,,5,00141-24-005-000,1112,1754,0,0,2004,AVG,C,1,2,Att,2,,,4,2,,TWO-STORY,149000,1490,147510,147510,7,2010,Q,I
6,2,,,,5,00141-25-003-000,1112,1754,0,0,2004,Good,C,1,2,Att,2,,,3,3,,TWO-STORY,168500,4000,164500,164500,5,2011,Q,I
6,2,,,,5,00141-26-017-000,1112,1754,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,162000,0,162000,162000,5,2012,Q,I
6,2,,,,5,00141-27-001-000,1112,1509,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,129950,0,129950,129950,12,2010,U,I
6,2,,,,5,00141-27-003-000,1112,1509,0,0,2005,Good,C,1,2,Att,2,,,3,3,,TWO-STORY,164700,0,164700,164700,5,2012,U,I
6,2,,,,5,00141-27-014-000,1112,1509,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,193263,0,193263,193263,10,2011,U,I
6,2,,,,5,00141-27-014-000,1112,1509,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,137900,3000,134900,134900,12,2011,Q,I
6,2,,,,5,00141-28-006-000,1112,1509,0,0,2005,AVG,C,1,2,Att,2,,,3,2,,TWO-STORY,127000,0,127000,127000,9,2010,Q,I
6,2,,,,5,00141-29-007-000,1112,1509,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,125000,4000,121000,121000,7,2011,Q,I
6,2,,,,5,00141-29-008-000,1112,1509,0,0,2005,AVG,C,1,2,Att,2,,,3,2,,TWO-STORY,155000,3317,151683,151683,3,2012,Q,I
6,5,,,,5,00141-30-002-000,1112,2854,0,0,2005,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,180000,2700,177300,177300,1,2011,Q,I
6,5,,,,5,00141-31-006-000,1112,2855,0,1205,2004,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,186000,0,186000,186000,5,2012,Q,I
6,5,,,,5,00141-31-010-000,1112,3126,0,1357,2005,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,235215,5500,229715,229715,9,2010,Q,I
6,5,,,,5,00141-32-017-000,1112,1834,0,1834,2005,AVG,C,1,1,Att,2,,,3,2,,ONE-STORY,155000,0,155000,155000,2,2012,U,I
6,5,,,,5,00141-33-002-000,1112,3305,0,1500,2005,Good,C,1,2,Att,2,,,3,3,,TWO-STORY,275000,4000,271000,271000,6,2012,Q,I
6,5,,,,5,00141-33-016-000,1112,3305,0,1500,2005,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,234900,4396,230504,230504,9,2011,Q,I
6,5,,,,5,00141-34-012-000,1112,3305,0,1500,2005,AVG,C,1,2,Att,2,,,5,3,,TWO-STORY,222000,4440,217560,217560,7,2010,Q,I
6,5,,,,5,00141-35-018-000,1112,2927,328,1314,2005,AVG,C,1,2,Att,2,,,4,4,,TWO-STORY,200000,5800,194200,194200,2,2011,Q,I
6,14,,,,5,00141-36-002-000,1112,1960,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,181500,0,181500,181500,9,2010,Q,I
6,14,,,,5,00141-36-003-000,1112,2042,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,153100,2990,150110,150110,5,2011,Q,I
6,14,,,,5,00141-36-004-000,1112,1960,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,142000,0,142000,142000,11,2011,Q,I
6,14,,,,5,00141-36-006-000,1112,2042,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,164800,0,164800,164800,11,2010,U,I
6,14,,,,5,00141-36-006-000,1112,2042,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,189000,0,189000,189000,5,2012,Q,I
6,14,,,,5,00141-36-008-000,1112,2079,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,163000,1630,161370,161370,9,2010,Q,I
6,14,,,,5,00141-36-013-000,1112,1960,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,182750,4500,178250,178250,11,2010,Q,I
6,14,,,,5,00141-36-023-000,1112,2042,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,166200,0,166200,166200,8,2011,U,I
6,14,,,,5,00141-36-028-000,1112,1982,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,165000,0,165000,165000,7,2010,Q,I
6,14,,,,5,00141-36-045-000,1112,2588,0,0,2006,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,140000,0,140000,140000,11,2010,Q,I
6,14,,,,5,00141-36-048-000,1112,2588,0,1133,2006,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,205500,6000,199500,199500,11,2011,Q,I
6,14,,,,5,00141-36-053-000,1112,2855,0,1339,2006,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,192300,0,192300,192300,8,2010,Q,I
6,14,,,,5,00141-37-002-000,1112,1279,0,0,2005,AVG,C,1,1,Att,2,,,3,2,,ONE-STORY,138000,3000,135000,135000,5,2012,Q,I
6,14,,,,5,00141-38-003-000,1112,1574,0,0,2005,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,140000,3500,136500,136500,2,2011,Q,I
6,14,,,,5,00141-38-010-000,1112,2042,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,150000,0,150000,150000,10,2011,Q,I
6,14,,,,5,00141-38-014-000,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,0,3,,TWO-STORY,186600,0,186600,186600,4,2011,Q,I
6,14,,,,5,00141-39-010-000,1112,1574,0,0,2006,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,107600,0,107600,107600,10,2011,U,I
6,14,,,,5,00141-39-010-000,1112,1574,0,0,2006,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,157500,5280,152220,152220,2,2012,Q,I
6,14,,,,5,00141-39-017-000,1112,2580,0,1133,2006,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,193000,5252,187748,187748,11,2010,Q,I
6,14,,,,5,00141-39-020-000,1112,2079,0,0,2005,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,172000,0,172000,172000,5,2012,Q,I
6,14,,,,5,00141-39-021-000,1112,1279,0,0,2005,AVG,C,1,1,Att,2,,,3,2,,ONE-STORY,132000,0,132000,132000,12,2011,Q,I
6,14,,,,5,00141-40-009-000,1112,2079,0,0,2006,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,155000,0,155000,155000,5,2012,Q,I
6,14,,,,5,00141-42-001-000,1112,1804,0,0,2009,AVG,C,1,1,Att,2,,,3,3,,BI-LEVEL,208000,3000,205000,205000,6,2012,Q,I
5,,,,,5,00141-51-009-000,100,0,0,0,0,,,0,0,None,0,,,0,0,,,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-010-000,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-011-000,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-012-000,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-013-000,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-014-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-015-000,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-51-016-000,1112,1456,0,0,2012,AVG,C,1,1,Att,2,,,2,2,,BI-LEVEL,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-52-016-000,1112,1743,0,731,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-52-017-000,1112,1470,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-52-018-000,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-52-019-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-001-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,186000,0,186000,186000,3,2011,Q,I
6,14,,,,5,00141-53-002-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,160500,0,160500,160500,12,2010,Q,I
6,14,,,,5,00141-53-003-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,175700,0,175700,175700,9,2010,Q,I
6,14,,,,5,00141-53-004-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,187000,0,187000,187000,4,2011,Q,I
6,14,,,,5,00141-53-005-000,1112,1504,0,731,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,203700,0,203700,203700,9,2010,Q,I
6,14,,,,5,00141-53-006-000,1112,1463,0,0,2010,AVG,C,1,1,Att,2,,,2,2,,BI-LEVEL,161000,0,161000,161000,11,2010,Q,I
6,14,,,,5,00141-53-007-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,165100,0,165100,165100,9,2010,Q,I
6,14,,,,5,00141-53-008-000,1112,1432,0,667,2010,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,188400,0,188400,188400,9,2010,Q,I
6,14,,,,5,00141-53-009-000,1112,1749,0,731,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,650000,0,650000,650000,8,2010,U,V
6,14,,,,5,00141-53-009-000,1112,1749,0,731,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,185000,0,185000,185000,7,2011,Q,I
6,14,,,,5,00141-53-010-000,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,650000,0,650000,650000,8,2010,U,V
6,14,,,,5,00141-53-010-000,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,165500,0,165500,165500,11,2010,Q,I
6,14,,,,5,00141-53-011-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,650000,0,650000,650000,8,2010,U,V
6,14,,,,5,00141-53-011-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,159800,0,159800,159800,11,2010,Q,I
6,14,,,,5,00141-53-012-000,1112,1237,0,655,2010,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,650000,0,650000,650000,8,2010,U,V
6,14,,,,5,00141-53-012-000,1112,1237,0,655,2010,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,160000,0,160000,160000,3,2011,Q,I
6,14,,,,5,00141-53-013-000,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,650000,0,650000,650000,8,2010,U,V
6,14,,,,5,00141-53-013-000,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,176000,0,176000,176000,11,2010,Q,I
6,14,,,,5,00141-53-014-000,1112,1731,537,731,2011,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-014-000,1112,1731,537,731,2011,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,213500,0,213500,213500,9,2011,Q,I
6,14,,,,5,00141-53-015-000,1112,947,639,947,2010,AVG,C,1,1,Att,1,,,2,3,,ONE-STORY,264000,0,264000,264000,9,2010,U,V
6,14,,,,5,00141-53-015-000,1112,947,639,947,2010,AVG,C,1,1,Att,1,,,2,3,,ONE-STORY,160000,0,160000,160000,4,2011,Q,I
6,14,,,,5,00141-53-016-000,1112,1743,0,731,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,650000,0,650000,650000,8,2010,U,V
6,14,,,,5,00141-53-016-000,1112,1743,0,731,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,186300,0,186300,186300,11,2010,Q,I
6,14,,,,5,00141-53-017-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,264000,0,264000,264000,9,2010,U,V
6,14,,,,5,00141-53-017-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,155600,0,155600,155600,5,2011,Q,I
6,14,,,,5,00141-53-018-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,264000,0,264000,264000,9,2010,U,V
6,14,,,,5,00141-53-018-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,204000,0,204000,204000,12,2010,Q,I
6,14,,,,5,00141-53-019-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,48000,0,48000,48000,11,2010,U,V
6,14,,,,5,00141-53-019-000,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,177100,0,177100,177100,2,2011,Q,I
6,14,,,,5,00141-53-020-000,1112,1739,0,731,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,48000,0,48000,48000,11,2010,U,V
6,14,,,,5,00141-53-020-000,1112,1739,0,731,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,190900,0,190900,190900,6,2011,Q,I
6,14,,,,5,00141-53-021-000,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-021-000,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,164200,0,164200,164200,10,2011,Q,I
6,14,,,,5,00141-53-022-000,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-022-000,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,185200,0,185200,185200,8,2011,Q,I
6,14,,,,5,00141-53-023-000,1112,1731,372,731,2010,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,264000,0,264000,264000,9,2010,U,V
6,14,,,,5,00141-53-023-000,1112,1731,372,731,2010,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,196200,0,196200,196200,12,2010,Q,I
6,14,,,,5,00141-53-024-000,1112,1491,0,0,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,195200,0,195200,195200,8,2011,Q,I
6,14,,,,5,00141-53-025-000,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-026-000,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-027-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-027-000,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,185000,0,185000,185000,5,2012,Q,I
6,14,,,,5,00141-53-028-000,1112,1420,0,0,2011,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-028-000,1112,1420,0,0,2011,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,166000,0,166000,166000,12,2011,Q,I
6,14,,,,5,00141-53-029-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-030-000,1112,1743,0,731,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-53-030-000,1112,1743,0,731,2011,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,220000,0,220000,220000,12,2011,Q,I
6,14,,,,5,00141-54-001-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-001-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,202600,4000,198600,198600,5,2012,Q,I
6,14,,,,5,00141-54-002-000,1112,1731,537,731,2012,AVG,C,1,2,Att,2,,,4,4,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-003-000,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-003-000,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,192900,0,192900,192900,11,2011,Q,I
6,14,,,,5,00141-54-004-000,1112,1731,537,731,2012,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-005-000,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-005-000,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,182900,0,182900,182900,4,2012,Q,I
6,14,,,,5,00141-54-006-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-006-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,180400,0,180400,180400,4,2012,Q,I
6,14,,,,5,00141-54-007-000,1112,1731,658,731,2012,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-007-000,1112,1731,658,731,2012,AVG,C,1,2,Att,2,,,3,4,,TWO-STORY,221100,4000,217100,217100,6,2012,Q,I
6,14,,,,5,00141-54-008-000,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-008-000,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,4,3,,TWO-STORY,192700,0,192700,192700,6,2012,Q,I
6,14,,,,5,00141-54-009-000,1112,1371,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-010-000,1112,1432,0,667,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-011-000,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-012-000,1112,1504,0,731,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-013-000,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-014-000,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-015-000,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-016-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-017-000,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-018-000,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-54-018-000,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,,TWO-STORY,187700,4000,183700,183700,6,2012,Q,I
6,14,,,,5,00141-55-001-000,1112,1743,537,731,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
6,14,,,,5,00141-55-002-000,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
