NBHD,LIVEAREA,FINBSMNT,BASEMENT,YRBUILT,CONDITION,QUALITY,STORIES,NUMBDRM,NUMBATHS,GARTYPE,ARCSTYLE,SPRICE,NETPRICE
713,2166,1417,1771,1978,AVG,B,1,2,2,Att,END UNIT,290000,289000
713,1521,0,491,1980,AVG,B,2,2,3,Att,END UNIT,225000,225000
713,1481,406,428,1980,AVG,B,2,2,3,Att,MIDDLE UNIT,289000,289000
713,1481,0,428,1980,AVG,B,2,2,3,Att,MIDDLE UNIT,208000,205000
713,1521,466,491,1980,AVG,B,2,2,4,Att,MIDDLE UNIT,265000,265000
713,2597,1356,1428,1981,AVG,B,2,2,3,Att,MIDDLE UNIT,350000,350000
713,2166,0,1771,1981,AVG,B,1,2,2,Att,END UNIT,355000,355000
713,1617,883,929,1983,AVG,B,1,2,3,Att,END UNIT,300000,294650
713,2306,675,1225,1984,AVG,B,2,2,4,Att,END UNIT,350000,350000
713,1851,872,872,1984,AVG,B,1,2,3,Att,END UNIT,390000,388000
713,1851,0,872,1984,AVG,B,1,2,2,Att,END UNIT,320000,320000
713,1903,0,0,1982,AVG,C,1,2,2,None,END UNIT,199000,193525
713,1788,0,0,1982,AVG,C,1,2,2,None,END UNIT,210000,210000
713,1824,0,0,1982,AVG,C,1,2,2,None,END UNIT,227000,225000
713,1788,0,0,1982,AVG,C,1,2,2,None,END UNIT,217000,217000
713,1824,0,0,1982,AVG,C,1,2,2,None,END UNIT,287500,284500
713,1864,0,1245,1986,AVG,B,2,2,3,Att,END UNIT,350000,350000
713,1864,1145,1245,1986,Good,B,2,2,4,Att,END UNIT,510000,510000
713,1931,970,970,1986,AVG,B,2,2,4,Att,MIDDLE UNIT,350000,350000
713,2509,1511,1679,1986,AVG,B,2,3,4,Att,END UNIT,445900,445900
713,2509,1511,1679,1986,AVG,B,2,3,4,Att,END UNIT,405000,405000
713,1020,801,1002,1987,Good,B,1,1,3,Att,END UNIT,329900,329900
713,1509,584,737,1986,AVG,B,2,2,3,Att,MIDDLE UNIT,270000,270000
713,1509,663,737,1988,AVG,B,2,2,3,Att,END UNIT,275000,275000
713,1020,952,1002,1987,AVG,B,1,1,3,Att,END UNIT,225000,225000
713,1682,756,796,1990,AVG,B,2,2,4,Att,END UNIT,320000,320000
713,1682,756,796,1990,AVG,B,2,2,4,Att,END UNIT,190000,190000
720,904,0,0,1978,AVG,C,1,2,2,None,END UNIT,61000,61000
720,692,0,0,1978,AVG,C,1,1,1,None,MIDDLE UNIT,45100,45100
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,60350,60350
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,65000,63050
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,55000,55000
720,904,0,0,1978,AVG,C,1,2,2,None,END UNIT,57300,57300
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,50000,50000
720,904,0,0,1978,AVG,C,1,2,2,None,END UNIT,60100,60100
720,692,0,0,1978,AVG,C,1,1,1,None,END UNIT,36777,36777
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,119746,119746
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,70000,70000
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,55000,55000
720,904,0,0,1978,AVG,C,1,2,2,None,MIDDLE UNIT,72000,72000
720,692,0,0,1978,AVG,C,1,1,1,None,END UNIT,37000,37000
720,692,0,0,1978,AVG,C,1,1,1,None,MIDDLE UNIT,40000,40000
720,692,0,0,1978,AVG,C,1,1,1,None,MIDDLE UNIT,40000,40000
720,692,0,0,1978,AVG,C,1,1,1,None,END UNIT,51500,51500
720,692,0,0,1978,AVG,C,1,1,1,None,END UNIT,45000,45000
720,692,0,0,1978,AVG,C,1,1,1,None,MIDDLE UNIT,42000,42000
720,692,0,0,1978,AVG,C,1,1,1,None,MIDDLE UNIT,30000,30000
720,692,0,0,1978,AVG,C,1,1,1,None,MIDDLE UNIT,49000,49000
720,904,0,0,1978,AVG,C,1,2,2,None,END UNIT,59850,59850
720,1052,0,0,1984,AVG,C,1,1,1,None,MIDDLE UNIT,83019,83019
720,1403,0,0,1984,AVG,C,1,2,2,None,END UNIT,118750,118750
720,1186,0,0,1984,AVG,C,1,2,2,None,MIDDLE UNIT,102500,102500
720,1186,0,0,1984,AVG,C,1,2,2,None,MIDDLE UNIT,100000,95500
720,1052,0,0,1984,AVG,C,1,1,1,None,MIDDLE UNIT,96000,96000
720,1403,0,0,1984,AVG,C,1,2,2,None,END UNIT,125000,125000
